favorite_count,source,text,location,place,in_reply_to_screen_name,is_retweet,created_at,retweet_count,id_str
4,Twitter for Android,b'@Greytaitai @KellDA @RonFilipkowski Exposed 4 times in the year before vaccine. Quarantined every time. Never got C\xe2\x80\xa6 https://t.co/Jw6UnsvPyY',1090 S Gilbert Rd #106 Gilbert,"Gilbert, AZ",Greytaitai,False,Tue Nov 16 15:20:01 +0000 2021,0,b'1460628731601604609'
12,Twitter for iPhone,b'In this @nicolekarlis piece I am quoted about movie theaters and #COVID19 risk. I think it\xe2\x80\x99s low for the fully vacc\xe2\x80\xa6 https://t.co/IDDsLvniwF',"Pittsburgh, Baltimore, NYC","Perryville, MD",,False,Tue Nov 16 15:23:20 +0000 2021,3,b'1460629567266295822'
1,Twitter for Android,"b""I can't believe we're seeing numbers like this, again.\n\nAnd I can't believe I typed that sentence, again. https://t.co/nvWvzqdva0""",Occupied Wabanaki land (Maine),"Maine, USA",,False,Tue Nov 16 15:29:38 +0000 2021,0,b'1460631150020464643'
0,Twitter for iPhone,b'The most I scared after PRN Melaka . Please be aware \xf0\x9f\xa5\xba\xf0\x9f\x99\x8f\xf0\x9f\x8f\xbb https://t.co/q7DNnlvvkw',"Melaka, Malaysia","Kesang, Melaka",,False,Tue Nov 16 15:32:19 +0000 2021,0,b'1460631828453150720'
0,Twitter for iPhone,b'Still an Idiot who still thinks anyone cares about what he says! #TrumpisaNationalDisgrace https://t.co/24ROERE3wR',"Houston, Texas 77080","Houston, TX",,False,Tue Nov 16 15:34:00 +0000 2021,0,b'1460632250064814091'
1,Twitter for Android,"b'Will #DeathSantis fine @FoxNews for requiring proof of vaccination, or a negative test taken in last 72 hours?\nWill\xe2\x80\xa6 https://t.co/uinUClOZXq'","Hudson Valley, NY","Phoenix, AZ",,False,Tue Nov 16 15:35:44 +0000 2021,0,b'1460632686934978564'
0,Twitter for iPhone,b'Wow. Big. Had a lot of prep time for this one\xe2\x80\xa6.see how the staff does handling him not being on the sideline. https://t.co/OrFsVlNbsd',"ÜT: 42.283843,-89.030268","Chester, VA",,False,Tue Nov 16 15:36:41 +0000 2021,0,b'1460632925968474125'
1,Twitter for iPhone,b'Join us tomorrow at 3:30 pm as we talk Studying Abroad Post COVID19 with industry professionals on #TwitterSpaces\xe2\x80\xa6 https://t.co/pY10EjTR7Q',Plot 25 Soliz House Lumumba Avenue,"Kampala, Uganda",GSAfricaUg,False,Tue Nov 16 15:39:17 +0000 2021,1,b'1460633581324316675'
1,Twitter for iPhone,b'@MeeMichie @Cofe6370 @Imdatchick1985 @ms_chi_town_eb @Naahledge @divateach37 @James_hyke14 @BIGJAMES_2 @12Chains He\xe2\x80\xa6 https://t.co/0lUGGjFhWm',"Simsbury, CT","Granby, CT",MeeMichie,False,Tue Nov 16 15:39:36 +0000 2021,0,b'1460633662001713158'
0,Twitter for Android,"b'Congrats @UniofOxford - huge honour recently to visit @ajpollard1, Sarah Gilbert, Tess Lamb and the labs where its\xe2\x80\xa6 https://t.co/25WTvwJGre'",London,"Kensington, London",,False,Tue Nov 16 15:41:15 +0000 2021,1,b'1460634075346186244'
1,Twitter for Android,"b'@InfectiousDz So yes, I do expect another wave in winter, but we could minimise the damage by wearing masks in publ\xe2\x80\xa6 https://t.co/ZGgiTaMnTW'",,"Punjab, Pakistan",InfectiousDz,False,Tue Nov 16 15:41:09 +0000 2021,0,b'1460634051933581318'
3,Twitter for iPhone,b'At-home #COVID19 tests were easy to get. Then Biden ordered the major retailers to sell them at cost. Now they are\xe2\x80\xa6 https://t.co/al9w071clb',"San Diego, CA","San Diego, CA",,False,Tue Nov 16 15:44:17 +0000 2021,1,b'1460634837702692868'
1,Twitter for iPhone,b'heavens! Let\xe2\x80\x99s goooooo next man up! \xf0\x9f\xa7\xa1 #Illini https://t.co/HhJYNBF5nj',"Champaign, Il","Champaign, IL",,False,Tue Nov 16 15:44:07 +0000 2021,0,b'1460634795248177169'
0,heapevents.info,b'Dell Childrens Vaccination Vaccine Kids Medically Complex Covid Austin Texas Coronavirus \xe2\x98\x9d \xf0\x9f\x98\x95 \n https://t.co/axCiy9ayoQ',,"Kansas, USA",,False,Tue Nov 16 15:45:27 +0000 2021,0,b'1460635130700173318'
0,Twitter for iPhone,b'Here is an update on the changes to #Covid19 restrictions.\n\nMore info: https://t.co/DtObRomNjZ https://t.co/uLlTyWLkAG',Dublin bay south,"Dublin City, Ireland",,False,Tue Nov 16 15:45:46 +0000 2021,0,b'1460635212526886914'
0,Twitter for iPhone,"b'John\xe2\x80\x99s colleague discusses handshake replacements at MSF Yangon, #Myanmar office. The \xe2\x80\x9cpeace-sign with close friend\xe2\x80\xa6 https://t.co/IpXBo1GRRS'","Belleville, Ontario","Toronto, Ontario",,False,Tue Nov 16 15:45:40 +0000 2021,0,b'1460635185423261706'
0,Twitter for iPhone,b'Only cowards spread fear \xf0\x9f\x98\xa7 about the coronavirus \xe2\x9e\xa1\xef\xb8\x8f@dnc and MSM \xf0\x9f\x93\xba. Real leaders look past fear and that is why I\xe2\x80\x99m\xe2\x80\xa6 https://t.co/0B0epDYkgS',"Orlando, FL","Orlando, FL",,False,Tue Nov 16 15:45:47 +0000 2021,0,b'1460635215022460930'
1,Twitter for iPhone,b'Looking forward to this important conversation! #AARPemployee https://t.co/BXwdqG7JMZ',"Edmond, Oklahoma","Edmond, OK",,False,Tue Nov 16 15:47:07 +0000 2021,0,b'1460635551304978440'
621,Twitter for iPhone,b'Well said. Tory attempts to undermine the COVID-19 response have been beyond irresponsible. https://t.co/nAIc3IidRp',"Edinburgh, Scotland","Edinburgh, Scotland",,False,Tue Nov 16 15:48:13 +0000 2021,171,b'1460635829764767747'
37,Twitter for iPhone,b'Just got my third #Covid19 vaccination! Thanks to the city of Vienna for the seamless procedure \xf0\x9f\x99\x8f \xf0\x9f\x92\x89\xf0\x9f\x92\x89\xf0\x9f\x92\x89 Please get va\xe2\x80\xa6 https://t.co/3rh1cTIJxO',Europe,Austria Center Vienna (ACV),,False,Tue Nov 16 15:49:56 +0000 2021,1,b'1460636260763066373'
2,Twitter for iPhone,b'Anti-vaxxers are the same people that used to get their knickers in a twist about mobile phones causing brain cance\xe2\x80\xa6 https://t.co/aIc0wPZsP3',London. UK,"Windsor, South East",,False,Tue Nov 16 15:50:08 +0000 2021,0,b'1460636312466341890'
1,Twitter for Android,b'Getting my #boostershot #COVID19  now whoot whoot https://t.co/2gx1ZMq1qr',"Lancaster, Oh","Lancaster, OH",,False,Tue Nov 16 15:52:20 +0000 2021,0,b'1460636866189877250'
3,Twitter for iPhone,b'And yet\xe2\x80\xa6 https://t.co/bn2ufPAsey https://t.co/VwsmU1tNA5',"Key West, FL","Key West, FL",,False,Tue Nov 16 15:54:23 +0000 2021,1,b'1460637380713533445'
0,Twitter for Android,b'Good do this with vaccine too pkease\nPfizer agrees to let other drug makers make its COVID pill - https://t.co/601mEzgFYo',Arizona,"Phoenix, AZ",,False,Tue Nov 16 15:54:19 +0000 2021,0,b'1460637364271779843'
7,Twitter for iPhone,b'@ndhapple And yet\xe2\x80\xa6 https://t.co/bn2ufPAsey',"Key West, FL","Key West, FL",ndhapple,False,Tue Nov 16 15:54:52 +0000 2021,0,b'1460637503380246530'
2,Twitter for Android,"b""From August to November, King #PhilMurphy stopped #COVID19 briefings because #NewJersey 's numbers r FINE. 6.5 mill\xe2\x80\xa6 https://t.co/LGFcQtCFpp""","Hackensack, NJ","Hackensack, NJ",,False,Tue Nov 16 15:56:13 +0000 2021,0,b'1460637840933589000'
3,Twitter for iPhone,b'\xf0\x9f\x91\xa4\xf0\x9f\x91\xa4\xf0\x9f\x91\xa4\xf0\x9f\x91\xa4\xf0\x9f\x91\xa4\xf0\x9f\x91\xa4\xf0\x9f\x91\xa4\xf0\x9f\x91\xa4\xf0\x9f\x91\xa4\xf0\x9f\x91\xa4\xf0\x9f\x91\xa4\xf0\x9f\x91\xa4\xf0\x9f\x91\xa4\xf0\x9f\x91\xa4\xf0\x9f\x91\xa4\xf0\x9f\x91\xa4\xf0\x9f\x91\xa4\xf0\x9f\x91\xa4\xf0\x9f\x91\xa4\xf0\x9f\x91\xa4\xf0\x9f\x91\xa4\xf0\x9f\x91\xa4\xf0\x9f\x91\xa4\xf0\x9f\x91\xa4\xf0\x9f\x91\xa4\xf0\x9f\x91\xa4\xf0\x9f\x91\xa4\xf0\x9f\x91\xa4\xf0\x9f\x91\xa4\xf0\x9f\x91\xa4\xf0\x9f\x91\xa4\xf0\x9f\x91\xa4\xf0\x9f\x91\xa4\xf0\x9f\x91\xa4\xf0\x9f\x91\xa4\xf0\x9f\x91\xa4\xf0\x9f\x91\xa4\xf0\x9f\x91\xa4\xf0\x9f\x91\xa4\xf0\x9f\x91\xa4\xf0\x9f\x91\xa4\xf0\x9f\x91\xa4\xf0\x9f\x91\xa4\xf0\x9f\x91\xa4\xf0\x9f\x91\xa4\xf0\x9f\x91\xa4\xf0\x9f\x91\xa4\xf0\x9f\x91\xa4\xf0\x9f\x91\xa4\xf0\x9f\x91\xa4\xf0\x9f\x91\xa4\xf0\x9f\x91\xa4\xf0\x9f\x91\xa4\xf0\x9f\x91\xa4\xf0\x9f\x91\xa4\xf0\x9f\x91\xa4\xf0\x9f\x91\xa4\xf0\x9f\x91\xa4\xf0\x9f\x91\xa4\xf0\x9f\x91\xa4\xf0\x9f\x91\xa4\xf0\x9f\x91\xa4\xf0\x9f\x91\xa4\xf0\x9f\x91\xa4\xf0\x9f\x91\xa4\xf0\x9f\x91\xa4\xf0\x9f\x91\xa4\xf0\x9f\x91\xa4\xf0\x9f\x91\xa4\xf0\x9f\x91\xa4\xf0\x9f\x91\xa4\xf0\x9f\x91\xa4\xf0\x9f\x91\xa4\xf0\x9f\x91\xa4\xf0\x9f\x91\xa4\xf0\x9f\x91\xa4\xf0\x9f\x91\xa4\xf0\x9f\x91\xa4\xf0\x9f\x91\xa4\xf0\x9f\x91\xa4\xf0\x9f\x91\xa4\xf0\x9f\x91\xa4\xf0\x9f\x91\xa4\xf0\x9f\x91\xa4 \n\n\xe2\xac\x86\xef\xb8\x8f 84 more Covid-19 deaths a\xe2\x80\xa6 https://t.co/CIV8geU22b',"Phoenix, AZ","Phoenix, AZ",,False,Tue Nov 16 15:57:58 +0000 2021,0,b'1460638283285684228'
0,Twitter for Android,b'@gavreilly Remember at the start of Covid19 in China and they built a hospital in a week? Can we get those guys over here for a week?',Ireland,"Kildare, Ireland",gavreilly,False,Tue Nov 16 15:58:31 +0000 2021,0,b'1460638421198721024'
1,Twitter for Android,"b'As if we need to ask, but what are you hoping to achieve with undermining the @scotgov health message here,\xe2\x80\xa6 https://t.co/nyJIQNKI7S'",Dundonian living in Leith.,"Edinburgh, Scotland",,False,Tue Nov 16 15:58:24 +0000 2021,0,b'1460638391263977477'
3,Twitter for Android,"b""If you're not vaccinated, you're at far greater risk of poor Covid outcomes. https://t.co/xI8FOtHBYX""",Everywhere.,"Fingal, Ireland",,False,Tue Nov 16 15:59:40 +0000 2021,0,b'1460638708546387975'
1,Twitter for Android,"b'@MelpomeneMel Thank you, well, have you heard of #random #walk? When it is cold a #virus cannot easily move around\xe2\x80\xa6 https://t.co/i3CvoqZkzK'","Meltaus , Finland","Rovaniemi, Finland",MelpomeneMel,False,Tue Nov 16 16:00:04 +0000 2021,0,b'1460638812271489027'
2,Twitter for iPhone,"b'One of things is not like the other   Florida, man. \xf0\x9f\xa4\xa6\xe2\x80\x8d\xe2\x99\x82\xef\xb8\x8f https://t.co/B6pqaR2qXQ'",The Great Northwest,"Gresham, OR",,False,Tue Nov 16 16:00:26 +0000 2021,0,b'1460638903979835395'
1,Twitter for iPhone,b'Newsflash to our governor-elect: we are already open for business. More fantasy from a fact-challenged political pa\xe2\x80\xa6 https://t.co/noS05VulgE',"Del Ray/Alexandria, VA","Alexandria, VA",,False,Tue Nov 16 16:01:04 +0000 2021,0,b'1460639063791312903'
2,Twitter for iPhone,b'So turns out the Covid-19 virus is in fact a real thing.',865,"Knoxville, TN",,False,Tue Nov 16 16:03:57 +0000 2021,0,b'1460639786776080388'
1,Twitter for iPhone,b'Booster doses have been in the news lately \xe2\x80\x94 what are they? Booster shots are common for many vaccines. While not e\xe2\x80\xa6 https://t.co/nnB7wbd3jj',"Jefferson County, AL","Alabama, USA",,False,Tue Nov 16 16:06:08 +0000 2021,0,b'1460640335969894403'
1,Twitter for iPhone,b'No more words \xf0\x9f\xa4\xac\xf0\x9f\xa4\xac\xf0\x9f\xa4\xac\xf0\x9f\xa4\xac\xf0\x9f\xa4\xac\xf0\x9f\xa4\xac https://t.co/gU5p8JnQTM',"London, England","Ealing, London",,False,Tue Nov 16 16:06:41 +0000 2021,1,b'1460640476760100866'
0,Twitter for Android,b'Look forward to approval in a year when everyone else already has. https://t.co/uPIyiLJqjH',"Regina, Saskatchewan","Regina, Saskatchewan",,False,Tue Nov 16 16:06:40 +0000 2021,0,b'1460640471563190272'
22,Twitter for iPhone,b'Having been through a critical life-threatening illness encouraged me to share my experience to improve the outcome\xe2\x80\xa6 https://t.co/7UBRKqBMiH',"Medicine Hat, Alberta","Medicine Hat, Alberta",,False,Tue Nov 16 16:09:26 +0000 2021,7,b'1460641168006397953'
0,Twitter for iPhone,b'VUELING TELLS THEIR CUSTOMERS TO POUND DIRT DURING A GLOBAL PANDEMIC AND REFUSES TO REFUND MONEY ON FLIGHTS CANCELL\xe2\x80\xa6 https://t.co/hrURxQnxEi', 818-602-7676 ,"Los Angeles, CA",,False,Tue Nov 16 16:09:29 +0000 2021,0,b'1460641181893742592'
2,Twitter for Android,b'Kindly vote vote vote https://t.co/Yk27z8byI7',Kenya,"Nairobi, Kenya",,False,Tue Nov 16 16:09:43 +0000 2021,0,b'1460641239976583177'
1,Twitter for iPhone,"b'Over 8.5 million confirmed #COVID19 cases on the African continent - with more than 8 million recoveries &amp; 220,000\xe2\x80\xa6 https://t.co/0FvrePDBlk'",Mogadishu,Somalia,,False,Tue Nov 16 16:11:05 +0000 2021,0,b'1460641583909548041'
14,Twitter for iPhone,"b'Amid latest COVID-19 surge, Minnesota\xe2\x80\x99s infection rate is now nation\xe2\x80\x99s worst \xe2\x80\x93 Twin Cities https://t.co/Oh0gvG4j1q'","Rochester, MN","Waltham, MA",,False,Tue Nov 16 16:11:44 +0000 2021,4,b'1460641744735944710'
2,Twitter for Android,"b'""Health Canada has received Moderna\xe2\x80\x99s submission for authorization of its COVID-19 vaccine for children ages six to\xe2\x80\xa6 https://t.co/ROh20TrxiJ'",Toronto 🇨🇦,"Toronto, Ontario",,False,Tue Nov 16 16:11:50 +0000 2021,0,b'1460641773601054726'
35,Twitter for iPhone,"b'Cfa, Just been cleaning out the  organic material out of the Astro carpets round the grass pitches over the last fe\xe2\x80\xa6 https://t.co/FYrIZiH0AN'","Manchester, England ","Billington, England",,False,Tue Nov 16 16:11:48 +0000 2021,2,b'1460641761911619594'
0,Twitter for Android,"b'Oh no, not again \xf0\x9f\x98\xa2 https://t.co/aPxXyiy41A'",damansara,"Sungai Buloh, Selangor",,False,Tue Nov 16 16:12:47 +0000 2021,0,b'1460642012642746374'
0,Twitter for Android,b'@maseo101 @Sako_za @Bheeybs @Zoe_SZi @KhandaniM I have advocate for more women to get sanitary towels in my area es\xe2\x80\xa6 https://t.co/gafUla0nxK',"Monametse Village,Atok,Limpopo",South Africa,maseo101,False,Tue Nov 16 16:13:16 +0000 2021,0,b'1460642133380145157'
1,Twitter for Android,"b""Admit youre clueless without admitting you're clueless \xf0\x9f\xa4\xa3 https://t.co/Q3rKocdgtV""",New York City,"Manhattan, NY",,False,Tue Nov 16 16:14:02 +0000 2021,0,b'1460642325772873735'
3,Twitter for Android,"b'#ClubTrainingNight\n\nPitchside\n5:30-6:30pm: U6s, U7s, U8s, U9s, U10s, U11s\nBeaver Green\n6-8pm: U12s, U14s\n\nChildren\xe2\x80\xa6 https://t.co/EjSQXXbUZi'","Ashford, Kent","Ashford, England",,False,Tue Nov 16 16:14:19 +0000 2021,0,b'1460642396761468935'
2,Twitter for Android,"b'""We\'re professionals not policemen"". Slogan of today\'s national #strike of owners of bars, #restaurants, tavernas a\xe2\x80\xa6 https://t.co/v0tx6S2LtR'","Athens, Greece",Πλατεία Πλαστήρα,,False,Tue Nov 16 16:14:57 +0000 2021,0,b'1460642556874735630'
1,Twitter for iPhone,b'Illinois confirms that Bret Bielema has tested positive for COVID-19 and won\xe2\x80\x99t be on the sidelines against Iowa.\n\nB\xe2\x80\xa6 https://t.co/NQPuAIig5E',"Decatur, IL","Decatur, IL",,False,Tue Nov 16 16:15:30 +0000 2021,0,b'1460642694045253635'
20,Twitter for iPhone,b'\xf0\x9f\x9a\xa8NOW is the time to protect renters and homeowners by PASSING the COVID19 Housing Equity Bill H1434\\S.891!  \n\nThank\xe2\x80\xa6 https://t.co/AyFgEe7Uju',"Somerville, MA","Boston, MA",,False,Tue Nov 16 16:15:51 +0000 2021,11,b'1460642781618216971'
0,Foursquare,"b""I'm at Covid-19 test drive-in https://t.co/t7bBFxrFaM""",,"Overpelt, België",,False,Tue Nov 16 16:16:03 +0000 2021,0,b'1460642832776060932'
1,Twitter for iPhone,b'A variation on how Public Health Ontario reports on Variants of Concern. #onpoli https://t.co/lI7vrIcrhc',Toronto🇨🇦🇮🇹 🇮🇪,"Toronto, Ontario",,False,Tue Nov 16 16:16:08 +0000 2021,2,b'1460642853005283335'
16,Twitter for iPhone,b'Hats off to the 2022 #EUBudget negotiators for adding \xe2\x82\xac368m in new funds for external action &amp; another \xe2\x82\xac850m in the\xe2\x80\xa6 https://t.co/MoVFOxvW4T',"Brussels, Belgium","Brussels, Belgium",,False,Tue Nov 16 16:16:56 +0000 2021,5,b'1460643053409120264'
0,Twitter for iPhone,b'This is not good https://t.co/DxiOvv7Xca',"Buffalo, NY","West Falls, NY",,False,Tue Nov 16 16:17:19 +0000 2021,0,b'1460643150809255939'
9,Twitter for Android,"b'I got a mail this morning and it read  ""Congratulations on your 1st year work anniversary today""\n\n \xf0\x9f\xa5\xb3\xf0\x9f\xa5\xb3\xf0\x9f\xa5\xb3\xf0\x9f\xa5\xb3\xf0\x9f\xa5\xb3 \n\nI\'m grat\xe2\x80\xa6 https://t.co/sJAra9L3S0'",Canada 🇨🇦,"Federal Capital Territory, Nigeria",,False,Tue Nov 16 16:17:34 +0000 2021,1,b'1460643214793359366'
0,Twitter for iPhone,"b'And yet trump can just willfully ignore it and 400,000 die on his watch because of it and the grand old party is 10\xe2\x80\xa6 https://t.co/LBY1I9kyZe'","Amarillo, TX","Texas, USA",,False,Tue Nov 16 16:19:24 +0000 2021,0,b'1460643677462843403'
9,Twitter for Android,b'16th Nov Summary #Bengaluru #COVID19 as per @BBMPCOMM\n\nTests \xe2\xac\x86\xef\xb8\x8f to 32.3K \xf0\x9f\x91\x8d\xf0\x9f\x8f\xbb\nDaily Positives \xe2\xac\x86\xef\xb8\x8f to 163 \xf0\x9f\x98\x94\nDeaths \xe2\xac\x86\xef\xb8\x8f t\xe2\x80\xa6 https://t.co/Aaxg1AxdvK',"Bengaluru, India","Bengaluru, India",,False,Tue Nov 16 16:20:23 +0000 2021,1,b'1460643924817551363'
17,Twitter for Android,b'Poster presentation by @Ariadne_Bido at #uvic #Chemistry #GSRD Ari developed both an immunoassay and a rapid saliva\xe2\x80\xa6 https://t.co/J4la7xoJsU',"Victoria, BC","Saanich, British Columbia",,False,Tue Nov 16 16:20:18 +0000 2021,0,b'1460643900729610240'
0,Twitter for Android,b'See where this is going? https://t.co/48Y7ZDH2mF',Oldham,"Oldham, England",,False,Tue Nov 16 16:21:57 +0000 2021,0,b'1460644318767681537'
0,Twitter for Android,"b""What's that about\xe2\x9d\x93 @CDCgov https://t.co/KkuaCfmnPf""","Helm's Deep, Westeros, Namek ","Ohio, USA",,False,Tue Nov 16 16:23:12 +0000 2021,0,b'1460644630630965260'
0,Twitter for iPhone,b'Stop cutting it down! https://t.co/0iz6I8SkQx',"Winston-Salem, NC","Midway, NC",,False,Tue Nov 16 16:24:14 +0000 2021,0,b'1460644891810275329'
2,Twitter for Android,b'Impressive https://t.co/BHfU3KAFiG',,"Middlesex, NJ",,False,Tue Nov 16 16:26:35 +0000 2021,1,b'1460645482930311175'
1,Twitter for iPhone,b'@JoshuaOgundu Thanks Covid19 global pandemic \xf0\x9f\x98\xb7 \xf0\x9f\x99\x8c\xf0\x9f\x91\x8f\xf0\x9f\x91\x8f\xf0\x9f\x91\x8f through all the tragedy and now unnecessary death and Illness w\xe2\x80\xa6 https://t.co/U348YSYSoo',"Los Angeles, CA","Los Angeles, CA",JoshuaOgundu,False,Tue Nov 16 16:27:01 +0000 2021,0,b'1460645593848565760'
0,Twitter for iPhone,b'&amp; just here a few miles north \xe2\x80\xa6\n\n\xf0\x9f\xa4\x94 Groundhog Day https://t.co/B5H67f4ILt',Belfast,"Northern Ireland, United Kingdom",,False,Tue Nov 16 16:27:01 +0000 2021,0,b'1460645593458655237'
0,Twitter for Android,b'He really is because he knew Covid19 was airborne and he fought against people wearing masks...damn\xf0\x9f\x98\xad all the people\xe2\x80\xa6 https://t.co/Kqcj7WfMQB',,"Cheektowaga, NY",,False,Tue Nov 16 16:28:14 +0000 2021,0,b'1460645901224058883'
7,Twitter for Android,"b'@Kenyans @RailaOdinga You know Covid19, imekusha Githae.\nWhen SK alimnyemelea haku hesitate.\nAko Kwa Biashara but s\xe2\x80\xa6 https://t.co/kBSJhZuSB0'","Nairobi, Kenya","Nairobi, Kenya",Kenyans,False,Tue Nov 16 16:29:07 +0000 2021,1,b'1460646119432720387'
2,Twitter for iPhone,"b'Soon in #Katara on the occasion of the #International_Childrens_Day #GoBlue, the 2nd edition of the\xe2\x80\xa6 https://t.co/0ybd3mHkXE'","Doha, Qatar","Doha, Qatar",,False,Tue Nov 16 16:29:11 +0000 2021,0,b'1460646138730659842'
41,Twitter for iPhone,b'\xe2\x80\x9cThe prime minster has sparked suspicion that he may be suffering from a cold\xe2\x80\xa6\xe2\x80\x9d So what?! https://t.co/Y1U6TY8Vnr',"Wakefield, England","Wakefield, England",,False,Tue Nov 16 16:29:42 +0000 2021,0,b'1460646266426249217'
1,Twitter for Android,"b""What covid-19 made men to look in Uganda to day\xf0\x9f\xa4\xad\xf0\x9f\xa4\xad\xf0\x9f\xa4\xadand weman be look like\xf0\x9f\xa5\xba\xf0\x9f\xa5\xba\xf0\x9f\xa5\xba\xf0\x9f\xa5\xbabut weman don't warry couse covid-19 is\xe2\x80\xa6 https://t.co/B3IIsvTosi""",,"Kasese, Uganda",,False,Tue Nov 16 16:30:10 +0000 2021,0,b'1460646384768589824'
5,Twitter for Android,"b""They Continue to Murder common kashmiri on the Name of Encounter's #hyderporaencounter #Hyderpora . Will these type\xe2\x80\xa6 https://t.co/OuDcewSUXL""",   سرینگر۔ کشمیر,Barzulla,,False,Tue Nov 16 16:32:28 +0000 2021,1,b'1460646963368529923'
16,Twitter for Android,"b'#COVID19 Faridabad, Haryana, IN Update:\n\nTotal Cases - 99917\nNew Cases Today - 0\nCases Discharged/Recovered Today -\xe2\x80\xa6 https://t.co/geS23QRXMq'","फरीदाबाद, भारत","Faridabad, India",,False,Tue Nov 16 16:33:48 +0000 2021,1,b'1460647298338197504'
8,Twitter for iPhone,b'Wishing Marchessault and Carrier swift recovery! https://t.co/swUYlZRndu',"Las Vegas, NV","Las Vegas, NV",,False,Tue Nov 16 16:33:43 +0000 2021,0,b'1460647279157596160'
0,Twitter for Android,"b'Gun violence soared during the COVID-19 pandemic, a new study finds \xe2\x80\x93 but the reasons why are complex\xe2\x80\xa6 https://t.co/pBp37PtAkk'","Eaubonne, 95, France","Eaubonne, France",,False,Tue Nov 16 16:34:03 +0000 2021,0,b'1460647361991032838'
6,Twitter for iPhone,b'Today @MayorBowser announced that beginning on 11/22 the current indoor mask mandate will be lifted. Masks will sti\xe2\x80\xa6 https://t.co/slByX11Ile',"Washington, DC","Washington, DC",,False,Tue Nov 16 16:35:33 +0000 2021,3,b'1460647741604909062'
0,Twitter for Android,b'Coronavirus youth and old people coronavirus death https://t.co/mGzTqUtlRo',,"Salem, India",,False,Tue Nov 16 16:36:04 +0000 2021,0,b'1460647872421007363'
1,Twitter for Android,b'\xf0\x9f\x98\xaf\xf0\x9f\x98\xb3 he Was just at the Raiders game with Lehner https://t.co/57Su6Tj7ME',"Las Vegas, NV","Henderson, NV",,False,Tue Nov 16 16:36:52 +0000 2021,0,b'1460648072971644928'
0,Twitter for Android,b'Coronavirus youth and old people coronavirus death https://t.co/Wa1vcniFql',,"Salem, India",,False,Tue Nov 16 16:37:03 +0000 2021,0,b'1460648117062172679'
0,Twitter for iPhone,b'Parents: Keep children from getting or spreading #COVID19 at daycare and school. Keep them home if sick. If they ar\xe2\x80\xa6 https://t.co/tZvUiZaoKr',"Jackson, TN","Jackson, TN",,False,Tue Nov 16 16:36:59 +0000 2021,0,b'1460648099727163396'
0,Twitter for Android,b'Loves life\n\nCoronavirus death https://t.co/gEXnQS1jSW',,"Salem, India",,False,Tue Nov 16 16:37:23 +0000 2021,0,b'1460648201313157124'
126,Twitter for iPhone,b'@ElectionWiz No more #COVID19 beginning 22 Nov! #LetsGoBrandon \xf0\x9f\xa4\xa1',Louisville ✈️ Chicago ,"Missouri, USA",ElectionWiz,False,Tue Nov 16 16:38:08 +0000 2021,8,b'1460648389729669121'
2,Twitter for iPhone,b'@pearl_dlad @DrMkhize4 Aibo are y\xe2\x80\x99all not claiming from Dept of Employment and Labour if you happen to contract COV\xe2\x80\xa6 https://t.co/xMZg0dUxcg',"Bellair, South Africa","Durban, South Africa",pearl_dlad,False,Tue Nov 16 16:39:04 +0000 2021,0,b'1460648627349733385'
0,dlvr.it,"b'Sixers, glad Tobias Harris back in the fold, prep for Jazz - Big News https://t.co/9myamCy6mP: Tobias Harris is sta\xe2\x80\xa6 https://t.co/b668UN0ciH'",Americas | United Kingdom,"London, England",,False,Tue Nov 16 16:39:04 +0000 2021,1,b'1460648625541824516'
0,Twitter for iPhone,b'For today\xe2\x80\x99s situational update deck \xf0\x9f\x94\x97: https://t.co/20OU095nl9',"Washington, DC","Washington, DC",TalamanteDC,False,Tue Nov 16 16:39:44 +0000 2021,0,b'1460648793997824000'
0,Twitter for Android,b'Coronavirus\n\nMy home marriage every day fight please my WhatsApp tell me https://t.co/XVvcaLb4SO',,"Salem, India",,False,Tue Nov 16 16:40:16 +0000 2021,0,b'1460648927389126656'
0,Twitter for Android,b'Coronavirus marriage home marriage small group marriage and low budget cost marriage https://t.co/fPUvsj8NfF',,"Salem, India",,False,Tue Nov 16 16:40:53 +0000 2021,0,b'1460649082884550659'
0,Twitter for Android,b'@conservatismDNA @RyanAFournier Me and my family were not affected by the coronavirus and I know dozens more that c\xe2\x80\xa6 https://t.co/gSnxPi7bAZ',"Small Town, USA","Ohio, USA",conservatismDNA,False,Tue Nov 16 16:41:21 +0000 2021,0,b'1460649202141339648'
1,Twitter for Android,b'Want to travel from the United Kingdom to Qatar? Well the UK is now on the Qatar red list so lots of testing (PCR)\xe2\x80\xa6 https://t.co/UtV6Phujuv',Everywhere,"London, England",,False,Tue Nov 16 16:42:34 +0000 2021,0,b'1460649507583111171'
10,Twitter for iPhone,b'Full COVID-19 situational update presentation here: \n\n\xf0\x9f\x91\x87\xf0\x9f\x91\x87\xf0\x9f\x91\x87\xf0\x9f\x91\x87\n\nhttps://t.co/1a6zmhZ6iY https://t.co/Tk7Z8LB6Op',,"Washington, DC",,False,Tue Nov 16 16:43:15 +0000 2021,5,b'1460649677712502789'
